"ID","Name","LongName","Parent","McCC","CLOC","LLOC","Number of previous fixes","Number of previous modifications","Number of committers","Number of developer commits","Number of bugs"
"L75325","OObjectEntitySerializerTest.java","object/src/test/java/com/orientechnologies/orient/object/enhancement/OObjectEntitySerializerTest.java","L75322","1","0","31","1","3","2","420","0"
"L75326","OObjectProxyMethodHandlerTest.java","object/src/test/java/com/orientechnologies/orient/object/enhancement/OObjectProxyMethodHandlerTest.java","L75322","8","0","208","1","2","2","561","0"
"L75327","OVersionSerializationTest.java","object/src/test/java/com/orientechnologies/orient/object/enhancement/OVersionSerializationTest.java","L75322","3","0","132","1","10","4","3122","0"
"L75328","SimpleSelfRef.java","object/src/test/java/com/orientechnologies/orient/object/enhancement/SimpleSelfRef.java","L75322","1","0","17","1","1","1","561","0"
"L75329","TestObjectWithDeletedLink.java","object/src/test/java/com/orientechnologies/orient/object/enhancement/TestObjectWithDeletedLink.java","L75322","1","0","35","1","1","1","561","0"
"L76307","OObjectEnumLazyListTest.java","object/src/test/java/com/orientechnologies/orient/object/enumerations/OObjectEnumLazyListTest.java","L76306","1","0","101","1","2","2","561","0"
"L77295","PersistenceXMLParsingTest.java","object/src/test/java/com/orientechnologies/orient/object/jpa/parsing/PersistenceXMLParsingTest.java","L77294","6","0","189","0","4","4","420","0"
"L73959","OCommandSQLPojoWrapper.java","object/src/main/java/com/orientechnologies/orient/object/db/OCommandSQLPojoWrapper.java","L73958","6","0","82","0","16","5","3122","0"
"L73960","ODatabasePojoAbstract.java","object/src/main/java/com/orientechnologies/orient/object/db/ODatabasePojoAbstract.java","L73958","61","0","371","1","46","9","1345","0"
"L73961","OLazyCollectionUtil.java","object/src/main/java/com/orientechnologies/orient/object/db/OLazyCollectionUtil.java","L73958","3","0","15","0","4","3","1345","0"
"L73962","OObjectDatabasePool.java","object/src/main/java/com/orientechnologies/orient/object/db/OObjectDatabasePool.java","L73958","1","0","24","0","7","2","3122","0"
"L73963","OObjectDatabaseTx.java","object/src/main/java/com/orientechnologies/orient/object/db/OObjectDatabaseTx.java","L73958","63","0","595","7","152","15","1345","0"
"L73964","OObjectDatabaseTxPooled.java","object/src/main/java/com/orientechnologies/orient/object/db/OObjectDatabaseTxPooled.java","L73958","10","0","92","2","35","7","1345","0"
"L73965","OObjectLazyIterator.java","object/src/main/java/com/orientechnologies/orient/object/db/OObjectLazyIterator.java","L73958","10","0","80","0","13","7","1345","0"
"L73966","OObjectLazyList.java","object/src/main/java/com/orientechnologies/orient/object/db/OObjectLazyList.java","L73958","103","0","398","1","35","8","3122","0"
"L73967","OObjectLazyListIterator.java","object/src/main/java/com/orientechnologies/orient/object/db/OObjectLazyListIterator.java","L73958","5","0","51","0","5","1","3122","0"
"L73968","OObjectLazyMap.java","object/src/main/java/com/orientechnologies/orient/object/db/OObjectLazyMap.java","L73958","38","0","216","0","31","8","561","0"
"L73969","OObjectLazySet.java","object/src/main/java/com/orientechnologies/orient/object/db/OObjectLazySet.java","L73958","53","0","252","1","43","8","3122","0"
"L73970","OObjectNotDetachedException.java","object/src/main/java/com/orientechnologies/orient/object/db/OObjectNotDetachedException.java","L73958","1","0","16","0","2","1","3122","0"
"L73971","OObjectNotManagedException.java","object/src/main/java/com/orientechnologies/orient/object/db/OObjectNotManagedException.java","L73958","1","0","16","0","3","1","3122","0"
"L75300","ODictionaryWrapper.java","object/src/main/java/com/orientechnologies/orient/object/dictionary/ODictionaryWrapper.java","L75299","1","0","23","0","6","2","3122","0"
"L75318","OObjectEntityEnhancer.java","object/src/main/java/com/orientechnologies/orient/object/enhancement/OObjectEntityEnhancer.java","L75317","51","0","252","0","10","2","3122","0"
"L75319","OObjectEntitySerializer.java","object/src/main/java/com/orientechnologies/orient/object/enhancement/OObjectEntitySerializer.java","L75317","362","0","1045","3","114","14","327","0"
"L75320","OObjectMethodFilter.java","object/src/main/java/com/orientechnologies/orient/object/enhancement/OObjectMethodFilter.java","L75317","34","0","107","0","7","4","420","0"
"L75321","OObjectProxyMethodHandler.java","object/src/main/java/com/orientechnologies/orient/object/enhancement/OObjectProxyMethodHandler.java","L75317","221","0","759","4","80","10","561","0"
"L76281","OObjectEntityClassHandler.java","object/src/main/java/com/orientechnologies/orient/object/entity/OObjectEntityClassHandler.java","L76280","7","0","28","0","6","3","3122","0"
"L76301","OObjectEnumLazyIterator.java","object/src/main/java/com/orientechnologies/orient/object/enumerations/OObjectEnumLazyIterator.java","L76300","3","0","32","0","2","1","561","0"
"L76302","OObjectEnumLazyList.java","object/src/main/java/com/orientechnologies/orient/object/enumerations/OObjectEnumLazyList.java","L76300","27","0","226","1","17","8","3122","0"
"L76303","OObjectEnumLazyMap.java","object/src/main/java/com/orientechnologies/orient/object/enumerations/OObjectEnumLazyMap.java","L76300","10","0","141","0","14","7","3122","0"
"L76304","OObjectEnumLazySet.java","object/src/main/java/com/orientechnologies/orient/object/enumerations/OObjectEnumLazySet.java","L76300","15","0","137","0","15","7","3122","0"
"L76305","OObjectLazyEnumSerializer.java","object/src/main/java/com/orientechnologies/orient/object/enumerations/OObjectLazyEnumSerializer.java","L76300","1","0","4","0","3","3","420","0"
"L76659","OObjectFetchContext.java","object/src/main/java/com/orientechnologies/orient/object/fetch/OObjectFetchContext.java","L76658","25","0","158","0","9","5","561","0"
"L76660","OObjectFetchListener.java","object/src/main/java/com/orientechnologies/orient/object/fetch/OObjectFetchListener.java","L76658","23","0","128","0","12","5","3122","0"
"L76802","OObjectIteratorClass.java","object/src/main/java/com/orientechnologies/orient/object/iterator/OObjectIteratorClass.java","L76801","1","0","42","0","11","5","3122","0"
"L76803","OObjectIteratorCluster.java","object/src/main/java/com/orientechnologies/orient/object/iterator/OObjectIteratorCluster.java","L76801","1","0","41","0","14","5","3122","0"
"L76852","OJPAEntityManager.java","object/src/main/java/com/orientechnologies/orient/object/jpa/OJPAEntityManager.java","L76851","13","0","234","0","15","6","561","0"
"L76853","OJPAEntityManagerFactory.java","object/src/main/java/com/orientechnologies/orient/object/jpa/OJPAEntityManagerFactory.java","L76851","4","0","73","0","10","5","3122","0"
"L76854","OJPAEntityTransaction.java","object/src/main/java/com/orientechnologies/orient/object/jpa/OJPAEntityTransaction.java","L76851","1","0","34","0","9","5","3122","0"
"L76855","OJPAPersistenceProvider.java","object/src/main/java/com/orientechnologies/orient/object/jpa/OJPAPersistenceProvider.java","L76851","6","0","52","1","17","6","3122","0"
"L76856","OJPAPersistenceUnitInfo.java","object/src/main/java/com/orientechnologies/orient/object/jpa/OJPAPersistenceUnitInfo.java","L76851","16","0","194","0","11","4","3122","0"
"L76857","OJPAProperties.java","object/src/main/java/com/orientechnologies/orient/object/jpa/OJPAProperties.java","L76851","7","0","60","0","9","4","3122","0"
"L76858","OJPAProviderUtil.java","object/src/main/java/com/orientechnologies/orient/object/jpa/OJPAProviderUtil.java","L76851","1","0","15","1","5","3","3122","0"
"L77643","OMetadataObject.java","object/src/main/java/com/orientechnologies/orient/object/metadata/OMetadataObject.java","L77642","2","0","79","0","15","5","1345","0"
"L77812","OObjectCustomSerializerIterator.java","object/src/main/java/com/orientechnologies/orient/object/serialization/OObjectCustomSerializerIterator.java","L77811","2","0","30","0","3","1","561","0"
"L77813","OObjectCustomSerializerList.java","object/src/main/java/com/orientechnologies/orient/object/serialization/OObjectCustomSerializerList.java","L77811","22","0","205","0","17","7","3122","0"
"L77814","OObjectCustomSerializerMap.java","object/src/main/java/com/orientechnologies/orient/object/serialization/OObjectCustomSerializerMap.java","L77811","10","0","143","0","16","7","3122","0"
"L77815","OObjectCustomSerializerSet.java","object/src/main/java/com/orientechnologies/orient/object/serialization/OObjectCustomSerializerSet.java","L77811","14","0","134","0","17","7","3122","0"
"L77816","OObjectLazyCustomSerializer.java","object/src/main/java/com/orientechnologies/orient/object/serialization/OObjectLazyCustomSerializer.java","L77811","1","0","4","0","3","3","420","0"
"L77817","OObjectSerializationThreadLocal.java","object/src/main/java/com/orientechnologies/orient/object/serialization/OObjectSerializationThreadLocal.java","L77811","1","0","27","0","14","3","3122","0"
"L77818","OObjectSerializerContext.java","object/src/main/java/com/orientechnologies/orient/object/serialization/OObjectSerializerContext.java","L77811","20","0","71","0","5","2","3122","0"
"L77819","OObjectSerializerHelper.java","object/src/main/java/com/orientechnologies/orient/object/serialization/OObjectSerializerHelper.java","L77811","219","0","863","2","29","5","561","0"
"L77820","OObjectSerializerManager.java","object/src/main/java/com/orientechnologies/orient/object/serialization/OObjectSerializerManager.java","L77811","1","0","26","0","1","0","0","0"
"L77289","JPAHandler.java","object/src/main/java/com/orientechnologies/orient/object/jpa/parsing/JPAHandler.java","L77288","18","0","93","0","8","4","3122","0"
"L77290","JPAVersion.java","object/src/main/java/com/orientechnologies/orient/object/jpa/parsing/JPAVersion.java","L77288","1","0","23","0","5","4","3122","0"
"L77291","PersistenceXml.java","object/src/main/java/com/orientechnologies/orient/object/jpa/parsing/PersistenceXml.java","L77288","2","0","26","0","5","4","3122","0"
"L77292","PersistenceXmlUtil.java","object/src/main/java/com/orientechnologies/orient/object/jpa/parsing/PersistenceXmlUtil.java","L77288","17","0","121","1","11","4","3122","0"
"L77673","OSchemaProxyObject.java","object/src/main/java/com/orientechnologies/orient/object/metadata/schema/OSchemaProxyObject.java","L77672","72","0","358","2","43","10","1345","0"
"L78413","CompositeException.java","test-commons/src/main/java/com/orientechnologies/orient/test/CompositeException.java","L78412","7","0","43","0","4","4","1345","0"
"L78414","ConcurrentTestHelper.java","test-commons/src/main/java/com/orientechnologies/orient/test/ConcurrentTestHelper.java","L78412","7","0","67","0","10","6","1345","0"
"L78415","TestBuilder.java","test-commons/src/main/java/com/orientechnologies/orient/test/TestBuilder.java","L78412","1","0","15","0","4","4","1345","0"
"L78416","TestFactory.java","test-commons/src/main/java/com/orientechnologies/orient/test/TestFactory.java","L78412","1","0","5","0","4","4","1345","0"
"L78537","ConcurrentStorageTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/ConcurrentStorageTest.java","L78536","21","0","189","0","6","3","1345","0"
"L78538","TestOrientBulkInsert.java","tests/src/test/java/com/orientechnologies/orient/test/database/TestOrientBulkInsert.java","L78536","8","0","75","0","26","6","3122","0"
"L85519","BackupTest.java","tests/src/test/java/com/orientechnologies/orient/test/internal/BackupTest.java","L85518","2","0","26","0","6","2","3122","0"
"L85520","EmptySpeedTest.java","tests/src/test/java/com/orientechnologies/orient/test/internal/EmptySpeedTest.java","L85518","1","0","14","0","2","0","0","0"
"L85521","FreezeMultiThreadingTestNonTX.java","tests/src/test/java/com/orientechnologies/orient/test/internal/FreezeMultiThreadingTestNonTX.java","L85518","74","0","447","0","20","5","1345","0"
"L85522","LockMultithreadingTest.java","tests/src/test/java/com/orientechnologies/orient/test/internal/LockMultithreadingTest.java","L85518","19","0","149","0","9","6","1345","0"
"L85523","StringSerializerSpeedTest.java","tests/src/test/java/com/orientechnologies/orient/test/internal/StringSerializerSpeedTest.java","L85518","1","0","34","0","6","3","1345","0"
"L85524","TestClustersLimits.java","tests/src/test/java/com/orientechnologies/orient/test/internal/TestClustersLimits.java","L85518","3","0","37","0","8","3","1345","0"
"L85525","TestOrientPagination.java","tests/src/test/java/com/orientechnologies/orient/test/internal/TestOrientPagination.java","L85518","1","0","60","0","1","0","0","0"
"L85990","MassiveConnectDisconnectTest.java","tests/src/test/java/com/orientechnologies/orient/test/io/MassiveConnectDisconnectTest.java","L85989","2","0","17","0","5","3","3122","0"
"L86324","OServerTest.java","tests/src/test/java/com/orientechnologies/orient/test/server/OServerTest.java","L86323","3","0","28","4","24","5","113","0"
"L78541","AbstractClassTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/AbstractClassTest.java","L78540","2","0","37","2","12","4","1345","0"
"L78542","AbstractIndexReuseTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/AbstractIndexReuseTest.java","L78540","3","0","39","1","21","5","1345","0"
"L78543","AbstractSelectTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/AbstractSelectTest.java","L78540","1","0","40","3","14","4","561","0"
"L78544","AlterDatabaseTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/AlterDatabaseTest.java","L78540","1","0","17","0","2","2","327","0"
"L78545","BaseTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/BaseTest.java","L78540","21","0","144","4","45","6","1345","0"
"L78546","BetweenConversionTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/BetweenConversionTest.java","L78540","26","0","327","1","5","3","1345","0"
"L78547","BinaryTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/BinaryTest.java","L78540","1","0","50","0","10","1","1345","0"
"L78548","ByteArrayKeyTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/ByteArrayKeyTest.java","L78540","5","0","198","1","31","6","1345","0"
"L78549","ClassIndexManagerTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/ClassIndexManagerTest.java","L78540","12","0","928","0","39","7","3122","0"
"L78550","ClassIndexTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/ClassIndexTest.java","L78540","17","0","1066","2","33","5","3122","0"
"L78551","ClusterMetadataTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/ClusterMetadataTest.java","L78540","6","0","71","0","21","5","3122","0"
"L78552","CollateTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/CollateTest.java","L78540","26","0","242","5","28","6","327","0"
"L78553","CollectionIndexTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/CollectionIndexTest.java","L78540","42","0","306","0","16","4","1345","0"
"L78554","ComplexTypesTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/ComplexTypesTest.java","L78540","5","0","221","0","21","3","3122","0"
"L78555","CompositeIndexWithNullTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/CompositeIndexWithNullTest.java","L78540","39","0","358","1","12","4","1345","0"
"L78556","ConcurrentCommandAndOpenTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/ConcurrentCommandAndOpenTest.java","L78540","2","0","48","0","8","3","3122","0"
"L78557","ConcurrentQueriesTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/ConcurrentQueriesTest.java","L78540","7","0","75","0","37","11","1345","0"
"L78558","ConcurrentSchemaTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/ConcurrentSchemaTest.java","L78540","5","0","95","0","12","6","1345","0"
"L78559","ConcurrentSQLBatchUpdateSuperNodeTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/ConcurrentSQLBatchUpdateSuperNodeTest.java","L78540","19","0","166","0","19","5","3122","0"
"L78560","ConcurrentUpdatesTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/ConcurrentUpdatesTest.java","L78540","28","0","201","0","50","8","3122","0"
"L78561","ConnectDatabaseTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/ConnectDatabaseTest.java","L78540","8","0","54","0","2","2","327","0"
"L78562","CRUDDocumentPhysicalTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/CRUDDocumentPhysicalTest.java","L78540","56","0","730","4","159","8","327","0"
"L78563","CRUDDocumentValidationTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/CRUDDocumentValidationTest.java","L78540","1","0","162","1","22","6","561","0"
"L78564","CRUDFlatPhysicalTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/CRUDFlatPhysicalTest.java","L78540","10","0","82","0","17","3","1345","0"
"L78565","CRUDObjectInheritanceTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/CRUDObjectInheritanceTest.java","L78540","7","0","130","1","23","5","3122","0"
"L78566","CRUDObjectInheritanceTestSchemaFull.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/CRUDObjectInheritanceTestSchemaFull.java","L78540","21","0","322","4","52","6","3122","0"
"L78567","CRUDObjectPhysicalTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/CRUDObjectPhysicalTest.java","L78540","175","0","1987","1","136","8","1345","0"
"L78568","CRUDObjectPhysicalTestSchemaFull.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/CRUDObjectPhysicalTestSchemaFull.java","L78540","181","0","1968","1","46","7","327","0"
"L78569","DatabaseConflictStategyTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/DatabaseConflictStategyTest.java","L78540","6","0","93","0","6","2","3122","0"
"L78570","DatabaseThreadFactoryTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/DatabaseThreadFactoryTest.java","L78540","2","0","48","0","16","4","1345","0"
"L78571","DateIndexTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/DateIndexTest.java","L78540","1","0","125","0","9","4","1345","0"
"L78572","DateTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/DateTest.java","L78540","1","0","59","0","8","2","1345","0"
"L78573","DbCheckTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/DbCheckTest.java","L78540","1","0","24","0","19","6","3122","0"
"L78574","DbClosedTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/DbClosedTest.java","L78540","4","0","47","0","14","2","1345","0"
"L78575","DbCompareTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/DbCompareTest.java","L78540","1","0","30","0","24","5","3122","0"
"L78576","DbCreationTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/DbCreationTest.java","L78540","16","0","222","1","75","6","3122","0"
"L78577","DbDeleteTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/DbDeleteTest.java","L78540","12","0","88","1","26","5","1345","0"
"L78578","DbImportExportTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/DbImportExportTest.java","L78540","4","0","57","1","42","6","3122","0"
"L78579","DbListenerTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/DbListenerTest.java","L78540","11","0","251","1","68","9","82","0"
"L78580","DBMethodsTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/DBMethodsTest.java","L78540","1","0","17","1","4","2","1345","0"
"L78581","DefaultValuesTrivialTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/DefaultValuesTrivialTest.java","L78540","5","0","79","0","15","6","1345","0"
"L78582","DictionaryTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/DictionaryTest.java","L78540","3","0","100","0","26","6","3122","0"
"L78583","DocumentDBBaseTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/DocumentDBBaseTest.java","L78540","1","0","22","1","8","4","1345","0"
"L78584","DocumentTrackingTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/DocumentTrackingTest.java","L78540","2","0","639","0","24","6","327","0"
"L78585","Dummy.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/Dummy.java","L78540","1","0","7","0","3","0","0","0"
"L78586","DummyForTestFreeze.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/DummyForTestFreeze.java","L78540","1","0","3","0","4","3","3122","0"
"L78587","DummyObject.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/DummyObject.java","L78540","1","0","33","0","1","0","0","0"
"L78588","EmbeddedObjectSerializationTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/EmbeddedObjectSerializationTest.java","L78540","1","0","68","1","10","5","1345","0"
"L78589","FetchPlanComplexNestedLevelsTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/FetchPlanComplexNestedLevelsTest.java","L78540","5","0","94","0","3","2","327","0"
"L78590","FetchPlanTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/FetchPlanTest.java","L78540","14","0","211","0","34","6","327","0"
"L78591","FullTextIndexTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/FullTextIndexTest.java","L78540","15","0","157","0","16","2","3122","0"
"L78592","FunctionsTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/FunctionsTest.java","L78540","5","0","87","2","14","4","3122","0"
"L78593","GEOTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/GEOTest.java","L78540","7","0","92","0","26","5","561","0"
"L78594","GraphDatabaseTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/GraphDatabaseTest.java","L78540","13","0","229","1","97","6","327","0"
"L78595","HideRecordTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/HideRecordTest.java","L78540","11","0","75","1","19","5","1345","0"
"L78596","HookTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/HookTest.java","L78540","28","0","135","0","23","4","561","0"
"L78597","HookTxTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/HookTxTest.java","L78540","26","0","152","0","23","5","3122","0"
"L78598","IndexClusterTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/IndexClusterTest.java","L78540","1","0","34","0","12","4","1345","0"
"L78599","IndexConcurrentCommitTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/IndexConcurrentCommitTest.java","L78540","4","0","56","1","6","3","1345","0"
"L78600","IndexCustomKeyTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/IndexCustomKeyTest.java","L78540","6","0","216","1","47","8","1345","0"
"L78601","IndexManagerTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/IndexManagerTest.java","L78540","8","0","471","2","22","3","3122","0"
"L78602","IndexTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/IndexTest.java","L78540","146","0","1353","8","136","9","3122","0"
"L78603","IndexTxAwareMultiValueGetEntriesTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/IndexTxAwareMultiValueGetEntriesTest.java","L78540","3","0","316","1","24","4","1345","0"
"L78604","IndexTxAwareMultiValueGetTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/IndexTxAwareMultiValueGetTest.java","L78540","2","0","250","0","15","5","561","0"
"L78605","IndexTxAwareMultiValueGetValuesTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/IndexTxAwareMultiValueGetValuesTest.java","L78540","3","0","319","0","21","4","561","0"
"L78606","IndexTxAwareOneValueGetEntriesTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/IndexTxAwareOneValueGetEntriesTest.java","L78540","3","0","277","0","19","4","561","0"
"L78607","IndexTxAwareOneValueGetTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/IndexTxAwareOneValueGetTest.java","L78540","1","0","213","0","8","3","561","0"
"L78608","IndexTxAwareOneValueGetValuesTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/IndexTxAwareOneValueGetValuesTest.java","L78540","2","0","285","0","18","4","561","0"
"L78609","IndexTxTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/IndexTxTest.java","L78540","2","0","60","0","5","3","1345","0"
"L78610","JSONTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/JSONTest.java","L78540","36","0","899","5","111","10","1345","0"
"L78611","LinkBagIndexTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/LinkBagIndexTest.java","L78540","44","0","453","1","15","5","1345","0"
"L78612","LinkListIndexTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/LinkListIndexTest.java","L78540","42","0","389","0","17","6","1345","0"
"L78613","LinkMapIndexTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/LinkMapIndexTest.java","L78540","103","0","713","0","17","6","1345","0"
"L78614","LinkSetIndexTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/LinkSetIndexTest.java","L78540","43","0","457","1","13","5","1345","0"
"L78615","LockManagerTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/LockManagerTest.java","L78540","25","0","212","1","10","3","1345","0"
"L78616","MapIndexTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/MapIndexTest.java","L78540","103","0","624","0","17","4","1345","0"
"L78617","MultipleDBTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/MultipleDBTest.java","L78540","12","0","158","0","47","6","3122","0"
"L78618","NonBlockingQueryTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/NonBlockingQueryTest.java","L78540","4","0","73","0","5","3","327","0"
"L78619","ObjectDBBaseTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/ObjectDBBaseTest.java","L78540","1","0","22","1","8","4","1345","0"
"L78620","ObjectDetachingTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/ObjectDetachingTest.java","L78540","12","0","621","0","50","10","1345","0"
"L78621","ObjectDetachingTestSchemaFull.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/ObjectDetachingTestSchemaFull.java","L78540","12","0","573","1","12","4","1345","0"
"L78622","ObjectEnhancingTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/ObjectEnhancingTest.java","L78540","8","0","76","0","6","3","1345","0"
"L78623","ObjectEnhancingTestSchemaFull.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/ObjectEnhancingTestSchemaFull.java","L78540","8","0","86","1","6","2","1345","0"
"L78624","ObjectTreeTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/ObjectTreeTest.java","L78540","23","0","1010","0","62","5","1345","0"
"L78625","ObjectTreeTestSchemaFull.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/ObjectTreeTestSchemaFull.java","L78540","23","0","999","1","12","4","3122","0"
"L78626","OEmbeddedRidBagTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/OEmbeddedRidBagTest.java","L78540","3","0","47","0","3","3","420","0"
"L78627","OrderByIndexReuseTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/OrderByIndexReuseTest.java","L78540","69","0","819","2","13","4","1345","0"
"L78628","ORidBagTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/ORidBagTest.java","L78540","97","0","1059","2","37","4","3122","0"
"L78629","OSBTreeRidBagTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/OSBTreeRidBagTest.java","L78540","11","0","241","1","14","4","1345","0"
"L78630","PolymorphicQueryTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/PolymorphicQueryTest.java","L78540","23","0","208","0","2","2","1345","0"
"L78631","PoolTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/PoolTest.java","L78540","3","0","64","3","11","5","1345","0"
"L78632","PreparedStatementTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/PreparedStatementTest.java","L78540","17","0","237","0","6","3","1345","0"
"L78633","PropertyIndexTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/PropertyIndexTest.java","L78540","7","0","166","2","7","2","1345","0"
"L78634","RecordMetadataTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/RecordMetadataTest.java","L78540","2","0","29","0","7","5","561","0"
"L78635","RecordReloadTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/RecordReloadTest.java","L78540","3","0","118","1","1","1","1345","0"
"L78636","RemoteProtocolCommandsTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/RemoteProtocolCommandsTest.java","L78540","2","0","59","1","15","4","1345","0"
"L78637","RestrictedTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/RestrictedTest.java","L78540","15","0","235","2","17","4","1345","0"
"L78638","RunServerTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/RunServerTest.java","L78540","1","0","17","0","2","2","1345","0"
"L78639","SchemaIndexTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/SchemaIndexTest.java","L78540","11","0","133","1","18","4","3122","0"
