@RELATION bughunter

@ATTRIBUTE "unique_id" STRING
@ATTRIBUTE "CC" NUMERIC
@ATTRIBUTE "CCL" NUMERIC
@ATTRIBUTE "CCO" NUMERIC
@ATTRIBUTE "CI" NUMERIC
@ATTRIBUTE "CLC" NUMERIC
@ATTRIBUTE "CLLC" NUMERIC
@ATTRIBUTE "LDC" NUMERIC
@ATTRIBUTE "LLDC" NUMERIC
@ATTRIBUTE "LCOM5" NUMERIC
@ATTRIBUTE "NL" NUMERIC
@ATTRIBUTE "NLE" NUMERIC
@ATTRIBUTE "WMC" NUMERIC
@ATTRIBUTE "CBO" NUMERIC
@ATTRIBUTE "CBOI" NUMERIC
@ATTRIBUTE "NII" NUMERIC
@ATTRIBUTE "NOI" NUMERIC
@ATTRIBUTE "RFC" NUMERIC
@ATTRIBUTE "AD" NUMERIC
@ATTRIBUTE "CD" NUMERIC
@ATTRIBUTE "CLOC" NUMERIC
@ATTRIBUTE "DLOC" NUMERIC
@ATTRIBUTE "PDA" NUMERIC
@ATTRIBUTE "PUA" NUMERIC
@ATTRIBUTE "TCD" NUMERIC
@ATTRIBUTE "TCLOC" NUMERIC
@ATTRIBUTE "DIT" NUMERIC
@ATTRIBUTE "NOA" NUMERIC
@ATTRIBUTE "NOC" NUMERIC
@ATTRIBUTE "NOD" NUMERIC
@ATTRIBUTE "NOP" NUMERIC
@ATTRIBUTE "LLOC" NUMERIC
@ATTRIBUTE "LOC" NUMERIC
@ATTRIBUTE "NA" NUMERIC
@ATTRIBUTE "NG" NUMERIC
@ATTRIBUTE "NLA" NUMERIC
@ATTRIBUTE "NLG" NUMERIC
@ATTRIBUTE "NLM" NUMERIC
@ATTRIBUTE "NLPA" NUMERIC
@ATTRIBUTE "NLPM" NUMERIC
@ATTRIBUTE "NLS" NUMERIC
@ATTRIBUTE "NM" NUMERIC
@ATTRIBUTE "NOS" NUMERIC
@ATTRIBUTE "NPA" NUMERIC
@ATTRIBUTE "NPM" NUMERIC
@ATTRIBUTE "NS" NUMERIC
@ATTRIBUTE "TLLOC" NUMERIC
@ATTRIBUTE "TLOC" NUMERIC
@ATTRIBUTE "TNA" NUMERIC
@ATTRIBUTE "TNG" NUMERIC
@ATTRIBUTE "TNLA" NUMERIC
@ATTRIBUTE "TNLG" NUMERIC
@ATTRIBUTE "TNLM" NUMERIC
@ATTRIBUTE "TNLPA" NUMERIC
@ATTRIBUTE "TNLPM" NUMERIC
@ATTRIBUTE "TNLS" NUMERIC
@ATTRIBUTE "TNM" NUMERIC
@ATTRIBUTE "TNOS" NUMERIC
@ATTRIBUTE "TNPA" NUMERIC
@ATTRIBUTE "TNPM" NUMERIC
@ATTRIBUTE "TNS" NUMERIC
@ATTRIBUTE "WarningBlocker" NUMERIC
@ATTRIBUTE "WarningCritical" NUMERIC
@ATTRIBUTE "WarningInfo" NUMERIC
@ATTRIBUTE "WarningMajor" NUMERIC
@ATTRIBUTE "WarningMinor" NUMERIC
@ATTRIBUTE "Android Rules" NUMERIC
@ATTRIBUTE "Basic Rules" NUMERIC
@ATTRIBUTE "Brace Rules" NUMERIC
@ATTRIBUTE "Clone Implementation Rules" NUMERIC
@ATTRIBUTE "Clone Metric Rules" NUMERIC
@ATTRIBUTE "Code Size Rules" NUMERIC
@ATTRIBUTE "Cohesion Metric Rules" NUMERIC
@ATTRIBUTE "Comment Rules" NUMERIC
@ATTRIBUTE "Complexity Metric Rules" NUMERIC
@ATTRIBUTE "Controversial Rules" NUMERIC
@ATTRIBUTE "Coupling Metric Rules" NUMERIC
@ATTRIBUTE "Coupling Rules" NUMERIC
@ATTRIBUTE "Design Rules" NUMERIC
@ATTRIBUTE "Documentation Metric Rules" NUMERIC
@ATTRIBUTE "Empty Code Rules" NUMERIC
@ATTRIBUTE "Finalizer Rules" NUMERIC
@ATTRIBUTE "Import Statement Rules" NUMERIC
@ATTRIBUTE "Inheritance Metric Rules" NUMERIC
@ATTRIBUTE "J2EE Rules" NUMERIC
@ATTRIBUTE "JUnit Rules" NUMERIC
@ATTRIBUTE "Jakarta Commons Logging Rules" NUMERIC
@ATTRIBUTE "Java Logging Rules" NUMERIC
@ATTRIBUTE "JavaBean Rules" NUMERIC
@ATTRIBUTE "MigratingToJUnit4 Rules" NUMERIC
@ATTRIBUTE "Migration Rules" NUMERIC
@ATTRIBUTE "Migration13 Rules" NUMERIC
@ATTRIBUTE "Migration14 Rules" NUMERIC
@ATTRIBUTE "Migration15 Rules" NUMERIC
@ATTRIBUTE "Naming Rules" NUMERIC
@ATTRIBUTE "Optimization Rules" NUMERIC
@ATTRIBUTE "Security Code Guideline Rules" NUMERIC
@ATTRIBUTE "Size Metric Rules" NUMERIC
@ATTRIBUTE "Strict Exception Rules" NUMERIC
@ATTRIBUTE "String and StringBuffer Rules" NUMERIC
@ATTRIBUTE "Type Resolution Rules" NUMERIC
@ATTRIBUTE "Unnecessary and Unused Code Rules" NUMERIC
@ATTRIBUTE "Vulnerability Rules" NUMERIC
@ATTRIBUTE "Bug class" {true,false}

@DATA
"L58240","0","0","0","0","0","0","0","0","1","2","2","4","10","1","0","11","13","0","0","0","0","0","2","0","0","0","0","0","0","0","31","38","0","0","0","0","2","0","1","0","2","21","0","1","0","31","38","0","0","0","0","2","0","1","0","2","21","0","1","0","0","0","7","5","8","0","0","0","0","0","0","0","0","0","0","0","0","4","7","0","0","0","0","0","0","0","1","0","0","0","0","0","0","4","0","0","0","1","2","1","0","0","false"
"L58251","0","0","0","0","0","0","0","0","1","4","4","6","10","1","0","13","15","0","0","0","0","0","2","0","0","0","0","0","0","0","40","49","0","0","0","0","2","0","1","0","2","30","0","1","0","40","49","0","0","0","0","2","0","1","0","2","30","0","1","0","0","0","9","3","6","0","0","2","0","0","0","0","0","2","0","0","0","2","7","0","0","0","0","0","0","0","1","0","0","0","0","0","0","2","0","0","0","1","0","1","0","0","false"
"L58263","0","0","0","0","0","0","0","0","1","5","5","9","11","1","0","13","14","0","0","0","0","0","2","0","0","0","0","0","0","0","48","60","0","0","0","0","1","0","1","0","1","37","0","1","0","48","60","0","0","0","0","1","0","1","0","1","37","0","1","0","0","0","9","3","12","0","0","8","0","0","0","0","0","2","0","2","0","2","5","0","0","0","0","0","0","0","1","0","0","0","0","0","0","2","0","0","0","1","0","1","0","0","false"
"L58306","0","0","0","0","0","0","0","0","1","1","1","2","2","1","0","3","4","0","0","0","0","0","2","0","0","0","0","0","0","0","10","10","0","0","0","0","1","0","1","0","1","5","0","1","0","10","10","0","0","0","0","1","0","1","0","1","5","0","1","0","0","1","5","1","1","0","1","0","0","0","0","0","0","0","0","0","0","1","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","false"
"L58312","0.34","1","8","2","0.258278","0.245614","39","28","1","6","4","21","9","1","1","16","21","0","0","0","0","0","3","0","0","0","0","0","0","0","116","151","3","0","3","0","5","0","2","0","5","84","0","2","0","116","151","3","0","3","0","5","0","2","0","5","84","0","2","0","0","0","37","6","17","0","0","11","0","19","0","0","0","5","0","0","0","6","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","1","0","0","false"
"L58381","0.974359","1","2","1","0.833333","0.818182","10","9","1","1","1","2","3","1","0","4","5","0","0","0","0","0","2","0","0","0","0","0","0","0","11","12","0","0","0","0","1","0","1","0","1","6","0","1","0","11","12","0","0","0","0","1","0","1","0","1","6","0","1","0","0","1","15","1","1","0","1","0","0","10","0","0","0","0","0","0","0","1","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","false"
"L58387","0.239362","1","1","1","0.229167","0.236842","11","9","1","2","2","4","4","1","1","10","13","0","0","0","0","0","3","0","0","0","0","0","0","0","38","48","2","0","2","0","3","0","2","0","3","24","0","2","0","38","48","2","0","2","0","3","0","2","0","3","24","0","2","0","0","0","19","6","5","0","0","0","0","10","0","0","0","0","0","0","0","5","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","1","0","0","false"
"L58428","0","0","0","0","0","0","0","0","1","1","1","2","2","1","0","3","4","0","0","0","0","0","2","0","0","0","0","0","0","0","10","10","0","0","0","0","1","0","1","0","1","5","0","1","0","10","10","0","0","0","0","1","0","1","0","1","5","0","1","0","0","1","5","1","1","0","1","0","0","0","0","0","0","0","0","0","0","1","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","false"
"L58434","0","0","0","0","0","0","0","0","1","4","4","4","6","1","1","10","12","0","0","0","0","0","3","0","0","0","0","0","0","0","38","47","2","0","2","0","2","0","2","0","2","24","0","2","0","38","47","2","0","2","0","2","0","2","0","2","24","0","2","0","0","0","9","4","5","0","0","2","0","0","0","0","0","2","0","0","0","2","7","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","3","1","0","0","false"
"L55014","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","7","7","5","0","5","0","0","0","0","0","0","0","0","0","0","7","7","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","3","0","4","0","0","0","0","0","0","0","0","0","0","0","0","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","false"
"L55051","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","6","6","4","0","4","0","0","0","0","0","0","0","0","0","0","6","6","4","0","4","0","0","0","0","0","0","0","0","0","0","0","0","3","0","4","0","0","0","0","0","0","0","0","0","0","0","0","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","false"
"L56435","0.0190896","1","3","1","0.0193798","0.0198511","10","8","1","4","4","72","14","2","14","32","53","0","0.00321543","1","0","0","17","0.00246305","1","0","0","0","0","0","310","395","14","3","14","3","21","0","16","0","21","208","0","16","0","405","516","14","3","14","3","26","0","18","0","26","279","0","18","0","0","0","83","2","76","0","0","64","0","7","0","0","0","7","0","3","0","11","61","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","5","1","0","0","0","0","false"
"L57006","0","0","0","0","0","0","0","0","1","0","0","5","0","1","2","0","3","0","0","0","0","0","2","0","0","0","0","0","0","0","25","31","9","0","9","0","3","0","1","0","3","8","0","1","0","25","31","9","0","9","0","3","0","1","0","3","8","0","1","0","0","0","11","2","3","0","0","0","0","0","0","0","0","0","0","0","0","2","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","2","0","0","0","1","0","false"
"L37502","0","0","0","0","0","0","0","0","1","0","0","7","2","28","30","5","12","0","0","0","0","0","7","0","0","0","0","0","0","0","24","32","1","5","1","5","7","0","6","0","7","7","0","6","0","24","32","1","5","1","5","7","0","6","0","7","7","0","6","0","0","0","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L57365","0","0","0","0","0","0","0","0","1","1","1","2","6","1","0","7","8","0","0","0","0","0","2","0","0","0","0","0","0","0","19","22","0","0","0","0","1","0","1","0","1","13","0","1","0","19","22","0","0","0","0","1","0","1","0","1","13","0","1","0","0","0","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","false"
"L57357","0.180769","1","4","1","0.191781","0.192982","14","11","2","1","1","13","4","2","1","7","16","0","0","0","0","0","10","0","0","3","3","0","0","1","57","73","3","2","1","0","9","0","9","0","26","29","0","21","1","57","73","3","2","1","0","9","0","9","0","26","29","0","21","1","0","0","33","0","12","0","0","6","0","11","0","1","0","0","0","0","0","6","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L57354","0.201717","1","4","1","0.2","0.203704","14","11","2","1","1","13","2","3","1","3","12","0","0","0","0","0","10","0","0","2","2","0","0","1","54","70","2","1","1","0","9","0","9","0","17","26","0","14","1","54","70","2","1","1","0","9","0","9","0","17","26","0","14","1","0","0","33","0","12","0","0","6","0","11","0","1","0","0","0","0","0","6","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L57442","0","0","0","0","0","0","0","0","1","5","5","8","6","1","1","6","8","0","0","0","0","0","2","0","0","0","0","0","0","0","40","47","5","0","5","0","2","0","1","0","2","21","0","1","0","40","47","5","0","5","0","2","0","1","0","2","21","0","1","0","0","0","9","3","2","0","0","2","0","0","0","0","0","2","0","0","0","0","7","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","false"
"L19018","0","0","0","0","0","0","0","0","1","1","1","16","2","5","41","3","12","0","0","0","0","0","10","0","0","2","2","0","0","1","66","84","3","1","2","0","9","0","9","0","17","35","0","14","1","66","84","3","1","2","0","9","0","9","0","17","35","0","14","1","0","0","21","0","14","0","0","8","0","0","0","0","0","0","0","0","0","6","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L57870","1","2","4","2","1","1","6","6","1","0","0","1","1","0","0","0","1","0","0","0","0","0","2","0","0","1","1","0","0","1","6","6","0","0","0","0","1","0","1","0","1","1","0","1","0","6","6","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","15","0","1","0","0","0","0","10","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L57920","1","1","1","1","1","1","6","6","1","0","0","1","1","0","0","0","1","0","0","0","0","0","2","0","0","1","1","0","0","1","6","6","0","0","0","0","1","0","1","0","1","1","0","1","0","6","6","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","15","0","1","0","0","0","0","10","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L57946","0","0","0","0","0","0","0","0","1","10","1","12","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","30","33","0","0","0","0","1","0","1","0","1","25","0","1","0","30","33","0","0","0","0","1","0","1","0","1","25","0","1","0","0","0","8","0","14","0","0","13","0","0","0","0","0","3","0","0","0","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L58010","1","2","4","2","1","1","6","6","1","0","0","1","1","0","0","0","1","0","0","0","0","0","2","0","0","1","1","0","0","1","6","6","0","0","0","0","1","0","1","0","1","1","0","1","0","6","6","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","15","0","1","0","0","0","0","10","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L56495","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","10","10","0","0","0","0","1","0","1","0","1","4","0","1","0","10","10","0","0","0","0","1","0","1","0","1","4","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L56514","0","0","0","0","0","0","0","0","1","4","4","22","10","1","2","15","19","0","0","0","0","0","2","0","0","0","0","0","0","0","87","113","0","0","0","0","4","0","1","0","4","67","0","1","0","87","113","0","0","0","0","4","0","1","0","4","67","0","1","0","0","0","16","1","17","0","0","15","0","0","0","0","0","3","0","1","0","2","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","false"
"L56661","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","1","2","0","0","0","0","0","2","0","0","0","0","0","0","0","6","6","0","0","0","0","1","0","1","0","1","1","0","1","0","6","6","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L60116","0","0","0","0","0","0","0","0","1","1","1","2","4","0","0","2","3","0","0.307692","4","3","0","1","0.307692","4","1","1","0","0","1","9","12","1","0","0","0","1","0","0","0","3","3","0","1","0","9","12","1","0","0","0","1","0","0","0","3","3","0","1","0","0","0","1","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L62039","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","1","2","0","0","0","0","0","2","0","0","0","0","0","0","0","6","6","0","0","0","0","1","0","1","0","1","1","0","1","0","6","6","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L62046","0.167598","1","4","1","0.255814","0.27027","11","10","1","4","4","12","5","0","0","7","8","0","0.025641","1","0","0","2","0.025641","1","0","0","0","0","0","38","43","0","0","0","0","1","0","1","0","1","22","0","1","0","38","43","0","0","0","0","1","0","1","0","1","22","0","1","0","0","0","19","1","3","0","0","3","0","11","0","0","0","3","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","false"
"L62532","0","0","0","0","0","0","0","0","1","1","1","2","4","0","0","6","7","0","0","0","0","0","2","0","0","0","0","0","0","0","11","11","0","0","0","0","1","0","1","0","1","5","0","1","0","11","11","0","0","0","0","1","0","1","0","1","5","0","1","0","0","0","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","false"
"L62640","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.7","7","7","1","0","0.7","7","0","0","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L63603","0","0","0","0","0","0","0","0","1","3","3","9","1","0","0","5","6","0","0","0","0","0","2","0","0","0","0","0","0","0","35","40","1","0","1","0","1","0","1","0","1","20","0","1","0","35","40","1","0","1","0","1","0","1","0","1","20","0","1","0","0","0","5","3","0","0","0","0","0","0","0","0","0","0","0","0","0","1","5","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","false"
"L64393","0","0","0","0","0","0","0","0","1","4","4","5","8","0","0","7","8","0","0.0869565","2","0","0","2","0.0869565","2","0","0","0","0","0","21","25","0","0","0","0","1","0","1","0","1","13","0","1","0","21","25","0","0","0","0","1","0","1","0","1","13","0","1","0","0","0","7","0","2","0","0","2","0","0","0","0","0","2","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L64414","0","0","0","0","0","0","0","0","1","3","3","9","6","0","0","8","9","0","0.04","1","0","0","2","0.04","1","0","0","0","0","0","24","30","0","0","0","0","1","0","1","0","1","10","0","1","0","24","30","0","0","0","0","1","0","1","0","1","10","0","1","0","0","0","5","1","2","0","0","2","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","false"
"L64470","0","0","0","0","0","0","0","0","1","0","0","1","2","0","0","1","2","0","0","0","0","0","2","0","0","0","0","0","0","0","6","6","0","0","0","0","1","0","1","0","1","1","0","1","0","6","6","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","false"
"L64484","0","0","0","0","0","0","0","0","1","0","0","1","2","0","0","1","2","0","0","0","0","0","2","0","0","0","0","0","0","0","6","6","0","0","0","0","1","0","1","0","1","1","0","1","0","6","6","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","false"
"L64496","1","1","2","1","1","1","6","6","1","0","0","1","2","0","0","1","2","0","0","0","0","0","2","0","0","0","0","0","0","0","6","6","0","0","0","0","1","0","1","0","1","1","0","1","0","6","6","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","15","1","0","0","0","0","0","10","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","false"
"L64511","1","1","2","1","1","1","6","6","1","0","0","1","2","0","0","1","2","0","0","0","0","0","2","0","0","0","0","0","0","0","6","6","0","0","0","0","1","0","1","0","1","1","0","1","0","6","6","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","15","1","0","0","0","0","0","10","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","false"
"L64529","0","0","0","0","0","0","0","0","1","0","0","1","2","0","0","1","2","0","0","0","0","0","2","0","0","0","0","0","0","0","6","6","0","0","0","0","1","0","1","0","1","1","0","1","0","6","6","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","false"
"L64536","0","0","0","0","0","0","0","0","1","0","0","1","2","0","0","1","2","0","0","0","0","0","2","0","0","0","0","0","0","0","6","6","0","0","0","0","1","0","1","0","1","1","0","1","0","6","6","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","false"
"L64545","0","0","0","0","0","0","0","0","1","0","0","1","2","0","0","1","2","0","0","0","0","0","2","0","0","0","0","0","0","0","6","6","0","0","0","0","1","0","1","0","1","1","0","1","0","6","6","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","false"
"L64551","0","0","0","0","0","0","0","0","1","0","0","1","2","0","0","1","2","0","0","0","0","0","2","0","0","0","0","0","0","0","6","6","0","0","0","0","1","0","1","0","1","1","0","1","0","6","6","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","false"
"L64608","0","0","0","0","0","0","0","0","1","0","0","1","2","0","0","1","2","0","0","0","0","0","2","0","0","0","0","0","0","0","7","7","0","0","0","0","1","0","1","0","1","2","0","1","0","7","7","0","0","0","0","1","0","1","0","1","2","0","1","0","0","0","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","false"
"L64635","0","0","0","0","0","0","0","0","1","0","0","1","3","0","0","2","3","0","0","0","0","0","2","0","0","0","0","0","0","0","8","8","0","0","0","0","1","0","1","0","1","3","0","1","0","8","8","0","0","0","0","1","0","1","0","1","3","0","1","0","0","0","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","false"
"L65812","0","0","0","0","0","0","0","0","1","4","4","7","10","0","0","10","11","0","0","0","0","0","2","0.0169492","1","0","0","0","0","0","45","58","0","0","0","0","1","0","1","0","1","28","0","1","0","58","73","0","0","0","0","3","0","3","0","3","34","0","3","0","0","0","17","2","10","0","0","6","0","0","0","0","0","2","1","0","0","4","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","false"
"L65924","0","0","0","0","0","0","0","0","1","1","1","2","5","0","0","2","3","0","0","0","0","0","2","0","0","1","1","0","0","1","9","11","0","0","0","0","1","0","1","0","1","4","0","1","0","9","11","0","0","0","0","1","0","1","0","1","4","0","1","0","0","1","5","0","2","0","0","2","0","0","0","0","0","0","0","0","0","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L66316","0","0","0","0","0","0","0","0","2","1","1","7","7","4","6","2","6","0.25","0.26087","6","6","1","3","0.26087","6","1","1","3","3","1","17","22","1","0","1","0","4","0","3","1","5","5","0","4","1","17","22","1","0","1","0","4","0","3","1","5","5","0","4","1","0","0","10","1","1","0","0","0","0","0","0","1","0","0","0","0","0","2","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L66328","0.691964","1","7","1","0.555556","0.6","35","33","1","2","2","8","8","2","1","9","13","0.2","0.163265","8","6","1","4","0.140625","9","2","2","0","0","1","41","49","6","0","5","0","4","0","4","0","7","18","0","6","1","55","63","6","0","5","0","5","0","4","0","16","25","0","14","1","0","1","39","0","7","0","1","4","0","23","0","0","0","0","0","0","0","3","16","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L66370","0","0","0","0","0","0","0","0","7","4","4","75","58","7","32","89","118","0.181818","0.152493","52","43","2","9","0.152493","52","3","3","1","1","1","289","395","12","10","8","7","29","0","10","0","48","168","0","27","1","289","395","12","10","8","7","29","0","10","0","48","168","0","27","1","0","4","65","8","33","0","3","24","0","0","0","1","0","2","0","7","0","12","51","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","5","0","1","0","0","false"
"L66518","0.329087","1","7","1","0.307018","0.340206","35","33","1","2","2","14","23","2","1","29","37","0.142857","0.0777778","7","6","1","6","0.0761905","8","2","3","0","0","2","83","100","6","0","5","0","8","0","6","0","11","46","0","8","1","97","114","6","0","5","0","9","0","6","0","20","53","0","16","1","0","1","50","1","11","0","1","4","0","23","0","0","0","0","3","2","0","4","24","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","false"
"L63559","0.245182","21","599","87","0.278481","0.284049","594","463","1","8","7","358","106","8","2","239","310","0","0.0483965","83","15","0","6","0.0480602","83","4","4","0","0","1","1632","2121","14","10","2","1","71","0","5","1","116","1143","0","32","2","1644","2133","14","10","2","1","74","0","6","1","135","1147","0","49","2","0","7","366","21","511","0","6","159","0","142","0","0","0","21","0","31","0","356","154","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18","9","3","0","6","0","false"
"L66851","0","0","0","0","0","0","0","0","2","1","1","4","3","2","1","1","4","0.25","0.230769","6","6","1","3","0.193548","6","2","2","0","0","1","20","23","3","1","2","1","3","0","3","0","6","7","0","5","1","25","28","3","1","2","1","4","0","3","0","15","9","0","13","1","0","0","15","0","2","0","0","2","0","0","0","1","0","0","0","0","0","0","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L68558","0","0","0","0","0","0","0","0","1","1","1","7","1","2","2","3","8","0","0","0","0","0","5","0","0","0","0","0","0","0","33","39","3","0","3","0","5","0","4","0","5","14","0","4","0","33","39","3","0","3","0","5","0","4","0","5","14","0","4","0","0","0","13","0","4","0","0","2","0","0","0","0","0","0","0","0","0","1","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","false"
